hp_id	english	french
HP:6000514	Reduced erythrocyte uroporphyrinogen III cosynthase activity	Activité réduite de la cosynthase de l'uroporphyrinogène III des érythrocytes
HP:6000515	Elevated 18-hydroxycorticosterone to aldosterone ratio	Rapport 18-hydroxycorticostérone/aldostérone élevé
HP:6000516	Elevated circulating 21-deoxycortisol concentration	Concentration élevée de 21-désoxycortisol circulant
HP:6000517	Elevated monolysocardiolipin/cardiolipin ratio	Rapport monolysocardiolipine/cardiolipine élevé
HP:6000519	Elevated circulating inhibin A concentration	Concentration élevée d’inhibine A circulante
HP:6000520	Increased circulating inhibin B concentration	Augmentation de la concentration d'inhibine B en circulation
HP:6000521	Elevated circulating lipoprotein(a) concentration	Concentration élevée de lipoprotéines(a) circulantes
HP:6000522	Reduced circulating lipoprotein(a) concentration	Concentration réduite de lipoprotéines(a) circulantes
HP:6000524	Abnormal urinary bile acid level	Niveau anormal d'acide biliaire urinaire
HP:6000525	Reduced erythrocyte glutathione reductase activity	Activité réduite de la glutathion réductase érythrocytaire
HP:6000526	Failure to elevate lactate upon ischemic exercise test	Échec d'augmentation du lactate lors d'un test d'effort ischémique
HP:6000527	Elevated circulating cholestanol concentration	Concentration élevée de cholestérol circulant
HP:6000531	Abnormal urinary organic compound level	Niveau anormal de composés organiques urinaires
HP:6000532	Elevated urinary histamine level	Niveau d'histamine urinaire élevé
HP:6000533	Elevated urinary N-methylhistamine level	Niveau urinaire élevé de N-méthylhistamine
HP:6000534	Elevated urinary ureidopropionic acid level	Niveau d'acide uréidopropionique urinaire élevé
HP:6000535	Elevated urinary porphyrin level	Niveau élevé de porphyrine urinaire
HP:6000536	Elevated urinary coproporphyrin level	Taux de coproporphyrine urinaire élevé
HP:6000541	Positive cutaneous herpes simplex virus nucleic acid test	Test d'acide nucléique du virus de l'herpès simplex cutané positif
HP:6000542	Positive CSF mycobacterium tuberculosis nucleic acid test	Test d'acide nucléique positif à Mycobacterium tuberculosis dans le LCR
HP:6000543	Positive mycobacterium CSF culture	Culture positive de mycobactéries LCR
HP:6000544	Positive mycobacterium CSF microscopy	Microscopie positive du LCR à mycobactéries
HP:6000545	Positive treponema pallidum PCR test in the blood circulation	Test PCR positif au tréponème pallidum dans la circulation sanguine
HP:6000546	Positive human Immunodeficiency virus nucleic acid test in the blood circulation	Test d'acide nucléique du virus de l'immunodéficience humaine positif dans la circulation sanguine
HP:6000547	Positive CSF enterovirus nucleic acid test	Test d'acide nucléique de l'entérovirus du LCR positif
HP:6000548	Positive CSF Borrelia burgdorferi nucleic acid test	Test d'acide nucléique CSF Borrelia burgdorferi positif
HP:6000549	Positive CSF arbovirus nucleic acid test	Test d'acide nucléique des arbovirus du LCR positif
HP:6000550	Positive Bartonella henselae nucleic acid test in the blood circulation	Test d'acide nucléique Bartonella henselae positif dans la circulation sanguine
HP:6000551	Positive Dengue virus PCR test in the blood circulation	Test PCR positif au virus de la Dengue dans la circulation sanguine
HP:6000552	Positive CSF JC-virus nucleic acid test	Test d'acide nucléique du virus JC du LCR positif
HP:6000553	Bloodstream Malaria parasite	Parasite du paludisme sanguin
HP:6000554	Positive bloodstream plasmodium falciparum nucleic acid pathogen test	Test positif d'agent pathogène d'acide nucléique de plasmodium falciparum dans le sang
HP:6000555	Decreased erythrocyte fructose-1,6-bisphosphate aldolase activity	Diminution de l'activité de la fructose-1,6-bisphosphate aldolase érythrocytaire
HP:6000556	Reduced circulating dopamine beta-hydroxylase activity	Activité réduite de la dopamine bêta-hydroxylase circulante
HP:6000557	Reduced erythrocyte bisphosphoglycerate mutase activity	Activité réduite de la bisphosphoglycérate mutase érythrocytaire
HP:6000558	Reduced erythrocyte adenylate kinase activity	Activité réduite de l'adénylate kinase érythrocytaire
HP:6000559	Reduced erythrocyte hexokinase activity	Activité hexokinase érythrocytaire réduite
HP:6000560	Decreased circulating carboxypeptidase N activity	Diminution de l'activité de la carboxypeptidase N circulante
HP:6000561	Elevated red cell pyruvate kinase activity	Activité élevée de la pyruvate kinase des globules rouges
HP:6000562	Reduced circulating adenosine deaminase-2 activity	Activité réduite de l’adénosine désaminase-2 circulante
HP:6000563	Reduced sepiapterin reductase activity in cultured fibroblasts	Activité réduite de la sépiaptérine réductase dans les fibroblastes en culture
HP:6000564	Elevated circulating vasoactive intestinal peptide concentration	Concentration élevée de peptides intestinaux vasoactifs circulants
HP:6000565	Elevated circulating cholesterol sulfate concentration	Concentration élevée de sulfate de cholestérol circulant
HP:6000566	Elevated circulating lipoprotein-X concentration	Concentration élevée de lipoprotéine X circulante
HP:6000567	Elevated circulating oxalate concentration	Concentration élevée d'oxalate circulant
HP:6000568	Elevated blood ethylene glycol concentration	Concentration sanguine élevée d'éthylène glycol
HP:6000569	Midline notching of lower lip	Encoche médiane de la lèvre inférieure
HP:6000570	Reduced tissue thymidine phosphorylase activity	Activité réduite de la thymidine phosphorylase tissulaire
HP:6000571	Reduced tissue tripeptidyl peptidase 1 activity	Activité tissulaire réduite de la tripeptidyl peptidase 1
HP:6000572	Reduced tissue arginine:glycine amidinotransferase activity	Arginine tissulaire réduite : activité de la glycine amidinotransférase
HP:6000573	Reduced tissue aspartylglucosaminidase activity	Activité réduite de l’aspartylglucosaminidase tissulaire
HP:6000574	Reduced tissue carnitine-acylcarnitine translocase activity	Activité tissulaire réduite de la carnitine-acylcarnitine translocase
HP:6000575	Reduced circulating 6-pyruvoyltetrahydropterin synthase activity	Activité réduite de la 6-pyruvoyltétrahydroptérine synthase circulante
HP:6000576	Reduced tissue mannosyl-oligosaccharide glucosidase activity	Activité tissulaire réduite de la mannosyl-oligosaccharide glucosidase
HP:6000577	Reduced tissue 3-methylglutaconyl-CoA hydratase activity	Activité tissulaire réduite de la 3-méthylglutaconyl-CoA hydratase
HP:6000578	Reduced tissue gamma-glutamyltransferase activity	Activité tissulaire réduite de la gamma-glutamyltransférase
HP:6000579	Positive oropharangeal infectious agent test	Test d'agent infectieux oropharangien positif
HP:6000580	Positive oropharynx poliovirus nucleic acid test	Test d'acide nucléique du poliovirus de l'oropharynx positif
HP:6000581	Positive synonvial fluid infectious agent test	Test positif aux agents infectieux dans le liquide synonvial
HP:6000582	Positive synonvial fluid culture	Culture de liquide synonvial positive
HP:6000583	Positive synovial fluid gram stain	Positive synovial fluid gram stain
HP:6000584	Anti Parvovirus antibody positivity	Anti Parvovirus antibody positivity
HP:6000585	Brain parenchymal tuberculoma	Brain parenchymal tuberculoma
HP:6000586	Muscle arteriovenous malformation	Muscle arteriovenous malformation
HP:6000587	Bone arteriovenous malformation	Bone arteriovenous malformation
HP:6000588	Periosteal elevation	Periosteal elevation
HP:6000589	Esophageal dilation	Esophageal dilation
HP:6000590	Spinal lipoma	Spinal lipoma
HP:6000591	Loose body in joint	Loose body in joint
HP:6000592	Paraspinal arteriovenous malformation	Paraspinal arteriovenous malformation
HP:6000593	Supernumerary tarsal bone	Supernumerary tarsal bone
HP:6000594	Maxillary cyst	Maxillary cyst
HP:6000595	Mandibular cyst	Mandibular cyst
HP:6000596	Sixth cranial nerve hypoplasia	Sixth cranial nerve hypoplasia
HP:6000597	Third cranial nerve hypoplasia	Third cranial nerve hypoplasia
HP:6000598	Elevated urinary succinylacetone level	Elevated urinary succinylacetone level
HP:6000599	Elevated urinary 2-oxoisocaproic level	Elevated urinary 2-oxoisocaproic level
HP:6000600	Elevated urinary 2-oxovaleric acid level	Elevated urinary 2-oxovaleric acid level
HP:6000601	Elevated urinary 2-hydroxyisocaproic acid level	Elevated urinary 2-hydroxyisocaproic acid level
HP:6000602	Elevated urinary isovalerylglycine level	Elevated urinary isovalerylglycine level
HP:6000603	Elevated urinary 2-methyl-3-hydroxybutyric acid level	Elevated urinary 2-methyl-3-hydroxybutyric acid level
HP:6000604	Elevated urinary 3-hydroxypentanoic acid level	Elevated urinary 3-hydroxypentanoic acid level
HP:6000605	Elevated urinary 7-hydroxyoctanoic acid level	Elevated urinary 7-hydroxyoctanoic acid level
HP:6000606	Elevated urinary D-glyceric acid level	Elevated urinary D-glyceric acid level
HP:6000607	Elevated urinary 3-hydroxyisobutyric acid level	Elevated urinary 3-hydroxyisobutyric acid level
HP:6000608	Elevated urinary 3,4-Dihydroxybutyric acid level	Elevated urinary 3,4-Dihydroxybutyric acid level
HP:6000609	Elevated urinary 3-hydroxyadipic acid level	Elevated urinary 3-hydroxyadipic acid level
HP:6000610	Elevated erythrocyte galactose-1-phosphate concentration	Elevated erythrocyte galactose-1-phosphate concentration
HP:6000611	Elevated circulating chitotriosidase activity	Elevated circulating chitotriosidase activity
HP:6000612	Squamosal suture synostosis	Squamosal suture synostosis
HP:6000613	Enlarged fetal lungs	Enlarged fetal lungs
HP:6000614	Orbital inflammation	Orbital inflammation
HP:6000615	Reduced Inositol polyphosphate 5-phosphatase OCRL-1 activity in cultured fibroblasts	Reduced Inositol polyphosphate 5-phosphatase OCRL-1 activity in cultured fibroblasts
HP:6000616	Reduced muscle glycogen debrancher enzyme activity	Reduced muscle glycogen debrancher enzyme activity
HP:6000617	Reduced tissue UDP-glucuronyl-transferase activity	Reduced tissue UDP-glucuronyl-transferase activity
HP:6000618	Temporal artery giant cells	Temporal artery giant cells
HP:6000619	Reduced phosphoenolpyruvate carboxykinase activity in cultured fibroblasts	Reduced phosphoenolpyruvate carboxykinase activity in cultured fibroblasts
HP:6000620	Elevated urinary pyrroline hydroxycarboxylic acid level	Elevated urinary pyrroline hydroxycarboxylic acid level
HP:6000621	Elevated urinary N-tau-ribosylhistidine level	Elevated urinary N-tau-ribosylhistidine level
HP:6000622	Elevated urinary ureidoisobutyric acid level	Elevated urinary ureidoisobutyric acid level
HP:6000623	Elevated urinary N-carbamyl-beta-aminoisobutyric acid level	Elevated urinary N-carbamyl-beta-aminoisobutyric acid level
HP:6000624	Nipple epidermal Paget cells	Nipple epidermal Paget cells
HP:6000625	Penile corporal blood gas ischemia	Penile corporal blood gas ischemia
HP:6000627	Rest limb pain	Rest limb pain
HP:6000628	Scalloped appearance of liver surface	Scalloped appearance of liver surface
HP:6000629	Nipple thickening	Nipple thickening
HP:6000630	Hypoechoic breast mass	Hypoechoic breast mass
HP:6000631	Unilocular ovarian cyst	Unilocular ovarian cyst
HP:6000632	Mesenteric torsion	Mesenteric torsion
HP:6000633	High-pitched bowel sounds	High-pitched bowel sounds
HP:6000635	Breast granuloma	Granulome mammaire
HP:6000637	Sweating and flushing in the preauricular area in response to mastication	Transpiration et bouffées vasomotrices dans la zone pré-auriculaire en réponse à la mastication
HP:6000638	Reduced hepatic glyoxylate reductase activity	Activité hépatique réduite de la glyoxylate réductase
HP:6000639	PAS-positive lymphocyte vacuolization	Vacuolisation lymphocytaire PAS-positive
HP:6000640	Lipid-laden bone-marrow macrophages	Macrophages de la moelle osseuse chargés en lipides
HP:6000641	Bone marrow monocytosis	Monocytose médullaire
HP:6000642	Sunflower cataract	Cataracte de tournesol
HP:6000643	Anti-lamin A antibody positivity	Positivité en anticorps anti-lamine A
HP:6000644	Anti-lamin C antibody positivity	Positivité en anticorps anti-lamine C
HP:6000645	Anti-vinculin antibody positivity	Positivité des anticorps anti-vinculine
HP:6000646	Anti-annexin A5 antibody positivity	Positivité des anticorps anti-annexine A5
HP:6000647	Bulging fontanelle	Fontanelle bombée
HP:6000648	3-4 toe cutaneous syndactyly	Syndactylie cutanée 3-4 orteils
HP:6000649	Triangular nail	Clou triangulaire
HP:6000650	Distal tibiofibular synostosis	Synostose tibiofibulaire distale
HP:6000651	Abnormal metacarpal ossification	Ossification métacarpienne anormale
HP:6000652	Rib spur	Éperon côtelé
HP:6000653	Crescent-shaped iliac bone	Os iliaque en forme de croissant
HP:6000654	Abnormal ischium ossification	Ossification anormale de l'ischion
HP:6000655	Femoral neck fracture	Fracture du col fémoral
HP:6000656	Papillary dermis eosinophilic hyaline material	Matériau hyalin éosinophile du derme papillaire
HP:6000657	Pancreatic intraductal papillary mucinous neoplasm	Tumeur mucineuse papillaire intracanalaire pancréatique
HP:6000658	Medium vessel vasculitis	Vascularite des vaisseaux moyens
HP:6000659	Elevated muscle fiber laminin alpha 5 expression	Expression élevée de la laminine alpha 5 des fibres musculaires
HP:6000660	Paravertebral mass	Masse paravertébrale
HP:6000661	Phlebolith	Phlébolithe
HP:6000662	Bladder rupture	Rupture de la vessie
HP:6000663	Elevated myocardial iron load	Charge en fer myocardique élevée
HP:6000664	Right ventricular regional wall motion abnormality	Anomalie de mouvement de la paroi régionale du ventricule droit
HP:6000665	Right ventricular regional akinesia	Akinésie régionale ventriculaire droite
HP:6000666	Right ventricular regional dyskinesia	Dyskinésie régionale ventriculaire droite
HP:6000667	Right ventricular aneurysm	Anévrisme du ventricule droit
HP:6000668	Glomerular immune-complex deposition	Dépôt de complexe immunitaire glomérulaire
HP:6000669	Glomerular PLA2R immune-complex deposition	Dépôt glomérulaire de complexe immun PLA2R
HP:6000670	Elevated urinary L-glycerate level	Taux de L-glycérate urinaire élevé
HP:6000671	Breast myxoma	Myxome mammaire
HP:6000672	Ovarian cystadenoma	Cystadénome ovarien
HP:6000673	Abnormal CSF N-acetylaspartic acid concentration	Concentration anormale d'acide N-acétylaspartique dans le LCR
HP:6000674	Decreased CSF N-acetylaspartic acid concentration	Diminution de la concentration d'acide N-acétylaspartique dans le LCR
HP:6000675	Elevated urinary mevalonate lactone level	Taux urinaire élevé de mévalonate lactone
HP:6000676	Anti-von Willebrand factor antibody positivity	Positivité en anticorps anti-facteur von Willebrand
HP:6000677	Increased total natural killer cell count	Augmentation du nombre total de cellules tueuses naturelles
HP:6000678	Myositis-specific autoantibody positivity	Positivité des auto-anticorps spécifiques à la myosite
HP:6000679	Abnormal serum osmolality	Osmolalité sérique anormale
HP:6000680	Low serum osmolality	Faible osmolalité sérique
HP:6000681	High serum osmolality	Osmolalité sérique élevée
HP:6000685	Mitral opening snap	Bouton pression d'ouverture mitrale
HP:6000686	Mucus in stool	Mucus dans les selles
HP:6000687	Elevated circulating CCL3 concentration	Concentration élevée de CCL3 circulant
HP:6000688	Elevated circulating CCL4 concentration	Concentration élevée de CCL4 circulant
HP:6000689	Elevated CSF 14-3-3 protein concentration	Concentration élevée de protéines CSF 14-3-3
HP:6000690	Elevated CSF dihydrobiopterin concentration	Concentration élevée de dihydrobioptérine dans le LCR
HP:6000691	Left atrial fibrosis	Fibrose auriculaire gauche
HP:6000692	Abnormal circulating proANP concentration	Concentration anormale de proANP en circulation
HP:6000693	Decreased circulating NT-proANP concentration	Diminution de la concentration circulante de NT-proANP
HP:6000694	Elevated circulating 1-pyrroline-5-carboxylic acid concentration	Concentration élevée d’acide 1-pyrroline-5-carboxylique circulant
HP:6000695	Reduced tissue delta-1-pyrroline-5-carboxylate dehydrogenase activity	Activité tissulaire réduite de la delta-1-pyrroline-5-carboxylate déshydrogénase
HP:6000696	Elevated circulating N-carbamyl-beta-aminoisobutyric acid concentration	Concentration élevée d'acide N-carbamyl-bêta-aminoisobutyrique circulant
HP:6000697	Low tissue ferrochelatase activity	Faible activité ferrochélatase tissulaire
HP:6000698	Elevated circulating heptacarboxylporphyrin concentration	Concentration élevée d'heptacarboxylporphyrine circulante
HP:6000700	Reduced breast milk zinc concentration	Concentration réduite de zinc dans le lait maternel
HP:6000701	Elevated urinary bile acid level	Niveau élevé d'acide biliaire urinaire
HP:6000702	Elevated urinary glyoxylic acid level	Niveau d'acide glyoxylique urinaire élevé
HP:6000703	Elevated circulating 3-hydroxyanthranilic acid concentration	Concentration élevée d’acide 3-hydroxyanthranilique circulant
HP:6000704	Elevated circulating CXCL9 concentration	Concentration élevée de CXCL9 en circulation
HP:6000705	Thickened fibular cortex	Cortex fibulaire épaissi
HP:6000708	Femoral osteosclerosis	Ostéosclérose fémorale
HP:6000709	Absent Bell phenomenon	Phénomène de Bell absent
HP:6000710	Dalen-Fuchs nodules	Nodules de Dalen-Fuchs
HP:6000712	Gelatinous drop-like dystrophic cornea	Cornée dystrophique gélatineuse en forme de goutte
HP:6000713	Hepatic reticuloendothelial system cell iron deposition	Dépôt de fer dans les cellules du système réticuloendothélial hépatique
HP:6000714	Reduced epidermal kindlin-1 expression	Expression épidermique réduite du kindlin-1
HP:6000715	Central giant cell lesion of the jaw	Lésion à cellules géantes centrales de la mâchoire
HP:6000716	Terminal hepatic lobular vascular occlusion	Occlusion vasculaire lobulaire hépatique terminale
HP:6000717	Axonal spheroids	Sphéroïdes axonaux
HP:6000718	Decreased liver bile salt export pump expression	Diminution de l'expression de la pompe d'exportation des sels biliaires du foie
HP:6000719	Reduced tissue type II iodothyronine deiodinase activity	Activité réduite de l’iodothyronine désiodinase tissulaire de type II
HP:6000720	Reduced tissue fatty aldehyde dehydrogenase activity	Activité réduite de l’aldéhyde déshydrogénase grasse des tissus
HP:6000721	Decreased circulating pancreatic isoamylase activity	Diminution de l'activité de l'isoamylase pancréatique circulante
HP:6000722	Reduced tissue guanidinoacetate methyltransferase activity	Activité tissulaire réduite de la guanidinoacétate méthyltransférase
HP:6000723	Reduced erythrocyte galactokinase activity	Activité galactokinase érythrocytaire réduite
HP:6000724	Auspitz sign	Signe d'Auspitz
HP:6000725	Salty tasting skin	Peau au goût salé
HP:6000726	Scalp nodule	Nodule du cuir chevelu
HP:6000729	Positive CSF fungus test	Test positif aux champignons du LCR
HP:6000730	Positive CSF human T-lymphotropic virus type I antibody positivity	Positif en anticorps contre le virus T-lymphotrope humain de type I du LCR
HP:6000731	Positive chlamydia trachomatis urine nucleic acid test	Test d'acide nucléique urinaire positif pour Chlamydia trachomatis
HP:6000732	Anti-streptococcus deoxyribonuclease-B antibody positivity	Positivité aux anticorps anti-streptocoque désoxyribonucléase-B
HP:6000733	Positive streptococcus A rapid antigen detection test	Streptocoque positif Un test rapide de détection d'antigène
HP:6000734	Positive synovial mycobacterial culture	Culture mycobactérienne synoviale positive
HP:6000735	Positive mycobacterial synovial nucleic acid test	Test d'acide nucléique synovial mycobactérien positif
HP:6000736	Positive bloodstream babesia nucleic acid pathogen test	Test positif pour les pathogènes de l'acide nucléique de Babesia dans le sang
HP:6000737	Positive bloodstream influenza nucleic test	Test nucléique positif pour la grippe sanguine
HP:6000738	Positive bloodstream parainfluenza virus nucleic acid test	Test d'acide nucléique du virus parainfluenza sanguin positif
HP:6000739	Positive bloodstream adenovirus nucleic acid test	Test d'acide nucléique de l'adénovirus sanguin positif
HP:6000740	Anti-Francisella tularensis antibody positivity	Positivité des anticorps anti-Francisella tularensis
HP:6000741	Positive bloodstream MERS coronavirus nucleic acid test	Test d'acide nucléique du coronavirus MERS sanguin positif
HP:6000742	Positive nasopharyngeal corynebacterium diphtheriae nucleic acid test	Test d'acide nucléique nasopharyngé positif à Corynebacterium diphtheriae
HP:6000743	Pediculosis capitis	Pédiculose capite
HP:6000744	Premature glabellar skin wrinkling	Rides prématurées de la peau glabellaire
HP:6000745	Flexural reticulate hyperpigmentation	Hyperpigmentation réticulée en flexion
HP:6000746	Elevated fractional excretion of urate	Excrétion fractionnée élevée d'urate
HP:6000747	Abnormal urinary creatine level	Niveau de créatine urinaire anormal
HP:6000748	Decreased urinary creatine level	Diminution du taux de créatine urinaire
HP:6000749	Elevated circulating PINP concentration	Concentration élevée de PINP circulant
HP:6000750	Decreased tissue S-adenosylhomocysteine hydrolase activity	Diminution de l'activité de la S-adénosylhomocystéine hydrolase tissulaire
HP:6000751	Decreased urinary dopamine level	Diminution du taux de dopamine urinaire
HP:6000752	Elevated erythrocyte AICA-ribotide concentration	Concentration élevée d'AICA-ribotide érythrocytaire
HP:6000753	Elevated circulating monomethyl sterol concentration	Concentration élevée de monométhylstérol circulant
HP:6000754	Elevated circulating dimethyl sterol concentration	Concentration élevée de diméthylstérol circulant
HP:6000755	Elevated circulating C-terminal fibroblast growth factor 23 concentration	Concentration élevée de facteur de croissance des fibroblastes C-terminaux 23 en circulation
HP:6000756	Elevated urinary 5-hydroxyindoleacetic acid level	Niveau urinaire élevé d’acide 5-hydroxyindoléacétique
HP:6000757	Elevated circulating thiosulfate concentration	Concentration élevée de thiosulfate circulant
HP:6000758	Elevated circulating interleukin 1 receptor antagonist concentration	Concentration élevée d'antagoniste des récepteurs de l'interleukine 1 en circulation
HP:6000759	Positive CSF West Nile virus nucleic acid test	Test d'acide nucléique du virus du Nil occidental dans le LCR positif
HP:6000760	Positive CSF herpes simplex virus nucleic acid test	Test d'acide nucléique du virus de l'herpès simplex dans le LCR positif
HP:6000761	Positive CSF cryptococcal antigen test	Test positif à l'antigène cryptococcique du LCR
HP:6000762	Positive rubella CSF culture	Culture positive du LCR pour la rubéole
HP:6000763	Positive CSF treponema pallidum nucleic acid test	Test d'acide nucléique au tréponème pallidum dans le LCR positif
HP:6000764	Decreased CSF tetrahydrobiopterin level	Diminution du taux de tétrahydrobioptérine dans le LCR
HP:6000765	Decreased CSF N-acetyl-aspartyl-glutamate concentration	Diminution de la concentration de N-acétyl-aspartyl-glutamate dans le LCR
HP:6000766	Positive CSF Tropheryma whipplei bacteria microscopy	Microscopie bactérienne positive du LCR Tropheryma whipplei
HP:6000767	CSF treponemal antibody positivity	Positivité aux anticorps tréponémiques du LCR
HP:6000768	Echophenomenon	Échophénomène
HP:6000769	Paracentral hyper-autofluorecence	Hyper-autofluorescence paracentrale
HP:6000770	Fixed fetal extremities	Extrémités fœtales fixes
HP:6000771	Abnormal peripapillary microvascular network	Réseau microvasculaire péripapillaire anormal
HP:6000772	Auriculitis	Auriculite
HP:6000775	Elevated urinary 4-tyramine level	Niveau urinaire élevé de 4-tyramine
HP:6000776	Elevated circulating 3-hydroxykynurenine concentration	Concentration élevée de 3-hydroxykynurénine circulante
HP:6000777	Posterior vertebral body notching	Encoche du corps vertébral postérieur
HP:6000778	Cone-shaped distal tibial epiphysis	Épiphyse tibiale distale en forme de cône
HP:6000779	Osteoporotic femoral neck	Col fémoral ostéoporotique
HP:6000781	Reduced tissue phosphomannomutase activity	Activité réduite de la phosphomannomutase tissulaire
HP:6000782	Reduced tissue phosphomannose isomerase activity	Activité réduite de la phosphomannose isomérase tissulaire
HP:6000783	Reduced tissue palmitoyl-protein thioesterase activity	Activité tissulaire réduite de la palmitoyl-protéine thioestérase
HP:6000785	Protein craving	Envie de protéines
HP:6000786	Absent superficial temporal artery pulse	Absence de pouls de l’artère temporale superficielle
HP:6000787	Basilar artery fenestration	Fenestration de l'artère basilaire
HP:6000788	Displacement of the extensor tendon in metacarpophalangeal joint	Déplacement du tendon extenseur dans l'articulation métacarpo-phalangienne
HP:6000789	Heloma	Hélome
HP:6000791	Distortion of the anterior part of the interhemispheric fissure	Distorsion de la partie antérieure de la fissure interhémisphérique
HP:6000792	Positive lacrimal tract actinomyces culture	Culture positive d'actinomyces du tractus lacrymal
HP:6000793	Eschar	Eschar
HP:6000795	Anti-folate receptor antibody positivity	Positivité des anticorps anti-récepteur folate
HP:6000796	Positive bloodstream VDRL test	Test VDRL sanguin positif
HP:6000797	Positive bloodstream rapid plasma reagin test	Test rapide de réaction sanguine dans le sang positif
HP:6000798	Positive bloodstream HIV p24 antigen test	Test positif pour l'antigène p24 du VIH dans le sang
HP:6000799	Positive Quantiferon tuberculosis test	Test tuberculeux Quantiferon positif
HP:6000800	Tzanck smear with multinucleated giant cells	Frottis de Tzanck avec cellules géantes multinucléées
HP:6000801	Positive Mazzotti test	Test Mazzotti positif
HP:6000802	Positive bloodstream Tropheryma whipplei nucleic acid test	Test d'acide nucléique du Tropheryma whipplei sanguin positif
HP:6000803	Elevated urinary 2,8-dihydroxyadenine level	Taux urinaire élevé de 2,8-dihydroxyadénine
HP:6000804	Elevated urine fructose level	Niveau élevé de fructose dans l'urine
HP:6000805	Elevated urinary uroporphyrin level	Taux d'uroporphyrine urinaire élevé
HP:6000806	Elevated urinary phosphohydroxylysine level	Taux urinaire élevé de phosphohydroxylysine
HP:6000807	Cervical C6/C7 vertebrae fusion	Fusion des vertèbres cervicales C6/C7
HP:6000808	Periumbilical depression	Dépression périombilicale
HP:6000809	Thickened tibial cortex	Cortex tibial épaissi
HP:6000810	Thickened femoral cortex	Cortex fémoral épaissi
HP:6000811	Thickened cortex of the radius	Cortex épaissi du radius
HP:6000812	Thickened cortex of the ulna	Cortex épaissi de l'ulna
HP:6000813	Elevated circulating aspartate aminotransferase to alanine aminotransferase ratio	Rapport aspartate aminotransférase circulant élevé sur alanine aminotransférase
HP:6000814	Temporomandibular joint dislocation	Luxation de l'articulation temporo-mandibulaire
HP:6000815	Amyloid goiter	Goitre amyloïde
HP:6000816	Prominent lesser trochanter	Petit trochanter proéminent
HP:6000817	Melorheostosis	Mélorhéostose
HP:6000818	Transverse terminal limb defect	Anomalie transversale du membre terminal
HP:6000819	Elevated circulating beta-glucuronidase activity	Activité bêta-glucuronidase circulante élevée
HP:6000820	Elevated osmolality gap	Écart d’osmolalité élevé
HP:6000821	Elevated circulating bile alcohol concentration	Concentration élevée d’alcool biliaire circulant
HP:6000822	Elevated CSF tetrahydrobiopterin level	Niveau élevé de tétrahydrobioptérine dans le LCR
HP:6000823	Elevated CSF 5-hydroxyindoleacetic acid concentration	Concentration élevée d'acide 5-hydroxyindoléacétique dans le LCR
HP:6000824	Cerebrospinal fluid eosinophilia	Éosinophilie du liquide céphalorachidien
HP:6000825	Reduced C27 3beta-HSD activity in cultured fibroblasts	Activité réduite du C27 3beta-HSD dans les fibroblastes en culture
HP:6000826	Reduced procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 activity in cultured fibroblasts	Activité réduite du procollagène-lysine,2-oxoglutarate 5-dioxygénase 1 dans les fibroblastes en culture
HP:6000827	Diminished tissue fumarylacetoacetate hydrolase activity	Diminution de l'activité de la fumarylacétoacétate hydrolase tissulaire
HP:6000828	Reduced tissue peptidase D activity	Activité réduite de la peptidase D tissulaire
HP:6000829	Reduced tissue glycine cleavage enzyme activity	Activité enzymatique réduite de clivage de la glycine tissulaire
HP:6000830	Diminished alpha-ketoglutarate dehydrogenase activity in cultured fibroblasts	Diminution de l'activité de l'alpha-cétoglutarate déshydrogénase dans les fibroblastes en culture
HP:6000831	Increased circulating dihydroxycholestanoic acid concentration	Augmentation de la concentration en acide dihydroxycholestanoïque circulant
HP:6000832	Reduced tissue phosphorylase kinase activity	Activité réduite de la phosphorylase kinase tissulaire
HP:6000833	Hyperkalemia while symptomatic	Hyperkaliémie symptomatique
HP:6000834	Elevated urinary gamma-glutamylcysteine level	Taux urinaire élevé de gamma-glutamylcystéine
HP:6000835	Positive CSF mycobacterial culture	Culture mycobactérienne positive du LCR
HP:6000836	Positive respiratory tract nucleic acid pathogen test	Test positif pour les pathogènes des acides nucléiques des voies respiratoires
HP:6000837	Positive respiratory tract SARS-CoV-2 coronavirus nucleic acid test	Test d'acide nucléique du coronavirus SARS-CoV-2 positif des voies respiratoires
HP:6000838	Positive fecal cryptosporidium antigen test	Test d'antigène fécal cryptosporidium positif
HP:6000839	Horizontal position of testicle	Position horizontale du testicule
HP:6000840	Localized soft-tissue swelling on extremity	Gonflement localisé des tissus mous aux extrémités
HP:6000841	Abnormal scleral thickness	Épaisseur sclérale anormale
HP:6000842	Multiple eyelid beaded papules	Papules multiples perlées aux paupières
HP:6000843	Nonexudative conjunctivitis	Conjonctivite non exsudative
HP:6000844	Nematode in retina	Nématode dans la rétine
HP:6000845	Vascular compression of the eighth cranial nerve	Compression vasculaire du huitième nerf crânien
HP:6000846	Beaded bile ducts	Voies biliaires perlées
HP:6000847	Cardiac mass	Masse cardiaque
HP:6000848	Superior olive hypertrophy	Hypertrophie olive supérieure
HP:6000849	Spinal extradural arachnoid cyst	Kyste arachnoïdien extradural rachidien
HP:6000851	Basilar meningeal enhancement	Renforcement méningé basilaire
HP:6000852	Megacolon	Megacolon
HP:6000853	Thyroid cyst	Thyroid cyst
